WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,ConvDF,Lat,Long,WEEK,MONTH,YEAR
AA/11-24-070-04W4/0,CVE D11 FISHER 11-24-70-4,498777,0Y52,Precision Drilling Corporation,254,02 Feb 2021 03:30:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-02-02,24070044,24070044,55.07502764,-110.4633329,5,2,2021.0
02/03-15-070-08W6/0,NUVISTA 102 HZ B ELM 3-15-70-8,498625,A6PR,Nabors Drilling Canada Limited,79E,02 Feb 2021 12:00:00 PM,Grande Prairie,A0A7,NuVista Energy Ltd.,,Drill To LD,2021-02-02,15070086,15070086,55.06156831,-119.1196004,5,2,2021.0
04/08-24-076-07W5/0,TAC 9-23 HZ 104 NIPISI 8-24-76-7,499203,A2CL,Komat Drilling Ltd.,3,02 Feb 2021 12:45:00 PM,St. Albert,A5TT,Tamarack Acquisition Corp.,,Set Surface,2021-02-02,24076075,24076075,55.59935755,-114.9328907,5,2,2021.0
02/14-26-076-08W5/0,WOODCOTE2 102 NIPISI 14-26-76-8,499417,0Y52,Precision Drilling Corporation,116,31 Jan 2021 10:00:00 PM,St. Albert,A8H8,Woodcote Petroleum Inc.,,Drill To LD,2021-02-02,26076085,26076085,55.61404505,-115.113975,5,2,2021.0
AA/13-05-093-09W4/0,SYNCRUDE 128N01 13-5-93-9,497144,0Y80,Boart Longyear Canada,47,02 Feb 2021 05:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-02,5093094,5093094,57.03905993,-111.400909,5,2,2021.0
AB/08-07-093-09W4/0,SYNCRUDE 120N01 8-7-93-9,497127,0Y80,Boart Longyear Canada,41,02 Feb 2021 07:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-02,7093094,7093094,57.05350282,-111.4277301,5,2,2021.0
AB/06-17-093-09W4/0,SYNCRUDE 090N01 6-17-93-9,497087,0Y80,Boart Longyear Canada,37,02 Feb 2021 10:45:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-02,17093094,17093094,57.06814282,-111.4009048,5,2,2021.0
AB/15-20-093-09W4/0,SYNCRUDE 064N01 15-20-93-9,497175,0Y80,Boart Longyear Canada,32,02 Feb 2021 12:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-02,20093094,20093094,57.08259388,-111.4009027,5,2,2021.0
02/15-06-015-13W4/0,TXNE 10B-36 HZ ALDSON 15-6-15-13,499060,A1TW,Bonanza Drilling Inc.,8,30 Jan 2021 10:00:00 PM,Medicine Hat,A7NW,Torxen Energy Ltd.,,Drill To LD,2021-01-31,6015134,6015134,50.23002861,-111.7688575,4,1,2021.0
02/02-28-015-14W4/0,TXNE 9A-34 HZ ALDSON 2-28-15-14,498863,A1TW,Bonanza Drilling Inc.,6,30 Jan 2021 03:30:00 PM,Medicine Hat,A7NW,Torxen Energy Ltd.,,Drill To LD,2021-01-31,28015144,28015144,50.28824352,-111.8605774,4,1,2021.0
00/12-34-034-08W4/0,TAC 13-35 HZ PROVOST 12-34-34-8,499380,A8AF,Hertz & Paluck Energy Services Inc.,1,30 Jan 2021 11:45:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2021-01-31,34034084,34034084,51.96185199,-111.0446214,4,1,2021.0
02/13-34-034-08W4/0,TAC 13-35 HZ 102 PROVOST 13-34-34-8,499379,A8AF,Hertz & Paluck Energy Services Inc.,1,31 Jan 2021 02:45:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2021-01-31,34034084,34034084,51.96185199,-111.0446214,4,1,2021.0
03/15-35-034-08W4/0,TAC 13-35 HZ 103 PROVOST 15-35-34-8,499378,A8AF,Hertz & Paluck Energy Services Inc.,1,31 Jan 2021 08:00:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Set Surface,2021-01-31,35034084,35034084,51.96184194,-111.0209957,4,1,2021.0
02/07-16-035-03W4/0,RHE 102 PROVOST 7-16-35-3,499210,0GE9,Tempco Drilling Company Inc.,6,31 Jan 2021 02:30:00 AM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Drill To LD,2021-01-31,16035034,16035034,52.00475302,-110.3622087,4,1,2021.0
03/04-19-035-04W4/0,KARVE 103 HZ PROVOST 4-19-35-4,498589,0GE9,Tempco Drilling Company Inc.,8,31 Jan 2021 03:45:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Resumption,2021-01-31,19035044,19035044,52.01914293,-110.5527394,4,1,2021.0
00/11-07-035-07W4/0,TAC 2-12 HZ PROVOST 11-7-35-7,498916,0GE9,Tempco Drilling Company Inc.,5,31 Jan 2021 08:00:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-31,7035074,7035074,51.99025368,-110.9812676,4,1,2021.0
00/14-20-038-07W5/0,BEC HZ FERRIER 14-20-38-7,497873,A08C,Savanna Drilling Corp.,655E,30 Jan 2021 11:45:00 PM,Red Deer,A5RX,Bonavista Energy Corporation,,Drill To LD,2021-01-31,20038075,20038075,52.28268355,-114.9539866,4,1,2021.0
02/02-33-044-07W4/0,SURGE ENERGY HZ 102 WAINWR 2-33-44-7,496424,A77K,Star Valley Drilling Ltd.,102,30 Jan 2021 12:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Resumption,2021-01-31,33044074,33044074,52.8360007,-110.9473444,4,1,2021.0
00/01-10-046-09W5/0,CVE 100 HZ PEMBINA 1-10-46-9,499077,0Z41,Ensign Drilling Inc.,449,30 Jan 2021 10:00:00 PM,Drayton Valley,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-31,10046095,10046095,52.95252296,-115.2106126,4,1,2021.0
00/15-03-052-23W5/0,TOURMALINE HZ PEPPERS 15-3-52-23,498922,0X84,Nabors Drilling Limited,C34,30 Jan 2021 02:00:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2021-01-31,3052235,3052235,53.46125842,-117.2936529,4,1,2021.0
03/08-08-060-01W6/0,JUPITER HZ 102 RESTHA 8-8-60-1,498463,A6PR,Nabors Drilling Canada Limited,127,31 Jan 2021 12:00:00 PM,Grande Prairie,A6X1,Jupiter Resources Inc.,,Resumption,2021-01-31,8060016,8060016,54.17408103,-118.1003347,4,1,2021.0
W0/03-28-061-03W6/0,STRATH-CONA HZ KAKWA 3-28-61-3,499097,0Y52,Precision Drilling Corporation,529,30 Jan 2021 10:15:00 AM,Grande Prairie,A8FG,Strathcona Resources Ltd.,,Set Surface,2021-01-31,28061036,28061036,54.30507064,-118.3751793,4,1,2021.0
00/09-14-063-22W4/0,CRESTWYND HZ MEANOOK 9-14-63-22,499160,0Y52,Precision Drilling Corporation,187,30 Jan 2021 11:04:00 PM,St. Albert,A7MT,Crestwynd Exploration Ltd.,,Drill To LD,2021-01-31,14063224,14063224,54.44900323,-113.2069345,4,1,2021.0
AC/05-24-070-04W4/0,CVE D5 FISHER 5-24-70-4,498776,0Y52,Precision Drilling Corporation,254,30 Jan 2021 08:30:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-31,24070044,24070044,55.07502764,-110.4633329,4,1,2021.0
02/16-03-075-25W4/0,DELTASTREAM MARTENH 16-3-75-25,498495,A0KC,Horizon Drilling Inc.,14,30 Jan 2021 06:00:00 PM,St. Albert,A6YA,Deltastream Energy Corporation,,Resumption,2021-01-31,3075254,3075254,55.46818561,-113.7838947,4,1,2021.0
00/08-32-076-06W5/0,SPL 6-31 HZ NIPISI 8-32-76-6,499321,0Y52,Precision Drilling Corporation,149,30 Jan 2021 08:30:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2021-01-31,32076065,32076065,55.62845634,-114.8811062,4,1,2021.0
05/05-12-077-05W4/0,MEG DE5P HARDY 5-12-77-5,490954,0Y55,Akita Drilling Ltd.,25,31 Jan 2021 09:00:00 AM,Bonnyville,0Z9C,MEG Energy Corp.,,Resumption,2021-01-31,12077054,12077054,55.65714511,-110.6268493,4,1,2021.0
02/01-03-077-06W5/0,SPL 16-33 HZ 102 NIPISI 1-3-77-6,498523,0GE9,Tempco Drilling Company Inc.,7,30 Jan 2021 08:30:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2021-01-31,3077065,3077065,55.64309206,-114.8293699,4,1,2021.0
00/06-01-077-10W6/0,LONGSHORE HZ PCOUPES 6-1-77-10,499178,0Z41,Ensign Drilling Inc.,T420,30 Jan 2021 11:30:00 AM,Grande Prairie,A76W,Longshore Resources Ltd.,,Drill To LD,2021-01-31,1077106,1077106,55.64322374,-119.3967375,4,1,2021.0
AA/10-07-093-09W4/0,SYNCRUDE 110N01 10-7-93-9,497117,0Y80,Boart Longyear Canada,41,31 Jan 2021 12:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-31,7093094,7093094,57.05350282,-111.4277301,4,1,2021.0
AC/15-07-093-09W4/0,SYNCRUDE 099N01 15-7-93-9,497096,0Y80,Boart Longyear Canada,41,31 Jan 2021 05:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-31,7093094,7093094,57.05350282,-111.4277301,4,1,2021.0
AB/15-17-093-09W4/0,SYNCRUDE 076N01 15-17-93-9,497064,0Y80,Boart Longyear Canada,37,30 Jan 2021 08:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-31,17093094,17093094,57.06814282,-111.4009048,4,1,2021.0
AB/07-29-093-09W4/0,SYNCRUDE 057N01 7-29-93-9,497168,0Y80,Boart Longyear Canada,32,30 Jan 2021 11:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-31,29093094,29093094,57.09722471,-111.4008968,4,1,2021.0
AB/15-01-093-10W4/0,SYNCRUDE 127N01 15-1-93-10,497143,A1YG,Big Country Drilling Ltd.,10,30 Jan 2021 04:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-31,1093104,1093104,57.03904067,-111.4545635,4,1,2021.0
AA/03-12-093-10W4/0,SYNCRUDE 122N01 3-12-93-10,497129,0Y80,Boart Longyear Canada,47,31 Jan 2021 03:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-31,12093104,12093104,57.05349944,-111.454556,4,1,2021.0
AB/12-12-093-10W4/0,SYNCRUDE 29ROVCH194268L0 12-12-93-10,493277,0Y80,Boart Longyear Canada,47,31 Jan 2021 01:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-31,12093104,12093104,57.05349944,-111.454556,4,1,2021.0
00/15-23-034-03W4/0,RHE 100 PROVOST 15-23-34-3,498855,0GE9,Tempco Drilling Company Inc.,6,10 Jan 2021 03:30:00 AM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Drill To LD,2021-01-10,23034034,23034034,51.93266363,-110.3121627,1,1,2021.0
02/13-36-034-03W4/0,RHE 102 PROVOST 13-36-34-3,496166,A57H,Predator Drilling Inc.,27,10 Jan 2021 09:30:00 AM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Set Surface,2021-01-10,36034034,36034034,51.96171461,-110.2885159,1,1,2021.0
F1/04-32-034-08W4/0,TAC 8-6 HZ 1F1 PROVOST 4-32-34-8,498905,0GE9,Tempco Drilling Company Inc.,9,10 Jan 2021 02:45:00 AM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-10,32034084,32034084,51.96186122,-111.0918757,1,1,2021.0
03/02-04-034-04W5/0,TIMBERROCK HZ 103 GARR 2-4-34-4,498550,A6PR,Nabors Drilling Canada Limited,8,10 Jan 2021 03:30:00 AM,Red Deer,A16J,TimberRock Energy Corp.,,Drill To LD,2021-01-10,4034045,4034045,51.88965962,-114.4977905,1,1,2021.0
02/01-34-035-09W4/0,KARVE 102 HZ PROVOST 1-34-35-9,498643,A57H,Predator Drilling Inc.,9,10 Jan 2021 07:05:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2021-01-10,34035094,34035094,52.0484007,-111.1954761,1,1,2021.0
00/03-04-036-08W4/0,KARVE HZ PROVOST 3-4-36-8,498887,A57H,Predator Drilling Inc.,9,10 Jan 2021 07:01:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2021-01-10,4036084,4036084,52.0630441,-111.0764399,1,1,2021.0
02/08-33-041-01W4/0,LONGSHORE HZ 102 HAYTER 8-33-41-1,499119,0GE9,Tempco Drilling Company Inc.,3,09 Jan 2021 05:15:00 PM,Wainwright,A76W,Longshore Resources Ltd.,,Drill To LD,2021-01-10,33041014,33041014,52.57204179,-110.0770145,1,1,2021.0
03/04-33-044-07W4/0,SURGE ENERGY HZ 103 WAINWR 4-33-44-7,498659,A77K,Star Valley Drilling Ltd.,102,09 Jan 2021 04:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Drill To LD,2021-01-10,33044074,33044074,52.8360007,-110.9473444,1,1,2021.0
00/16-26-044-10W5/0,TQN HZ FERRIER 16-26-44-10,497020,0FZ8,Precision Drilling Technology Services Group Inc.,231,10 Jan 2021 06:22:00 AM,Red Deer,A2TG,TAQA North Ltd.,,Drill To LD,2021-01-10,26044105,26044105,52.82163662,-115.3314513,1,1,2021.0
00/16-14-048-25W4/0,NEP LEDUC-WB 16-14-48-25,499140,A6EC,Twilight Drilling Ltd.,2,10 Jan 2021 07:30:00 AM,St. Albert,A637,NEP Canada ULC,,Drill To LD,2021-01-10,14048254,14048254,53.14154111,-113.5372879,1,1,2021.0
03/04-04-060-02W6/0,JUPITER HZ RESTHA 4-4-60-2,499075,0Y52,Precision Drilling Corporation,527STE,09 Jan 2021 10:30:00 PM,Grande Prairie,A6X1,Jupiter Resources Inc.,,Set Surface,2021-01-10,4060026,4060026,54.15962199,-118.2252649,1,1,2021.0
00/12-35-063-04W6/0,7GEN HZ KAKWA 12-35-63-4,498579,A6PR,Nabors Drilling Canada Limited,17,09 Jan 2021 05:45:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2021-01-10,35063046,35063046,54.49428211,-118.4787021,1,1,2021.0
04/14-15-064-06W6/0,7GEN HZ 104 KAKWA 14-15-64-6,498925,0Y52,Precision Drilling Corporation,543,10 Jan 2021 04:15:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Drill To LD,2021-01-10,15064066,15064066,54.53806561,-118.8058884,1,1,2021.0
00/03-12-075-25W4/0,SPL 3-13 HZ MARTENH 3-12-75-25,498557,0Y52,Precision Drilling Corporation,149,08 Jan 2021 09:15:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2021-01-10,12075254,12075254,55.48262047,-113.7321418,1,1,2021.0
08/01-16-076-06W4/0,CVE G05I04 LEISMER 1-16-76-6,498961,0Z41,Ensign Drilling Inc.,141,09 Jan 2021 09:00:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-10,16076064,16076064,55.58456271,-110.8597761,1,1,2021.0
00/04-27-076-06W5/0,SPL 8-33 HZ MARTEN 4-27-76-6,498530,0GE9,Tempco Drilling Company Inc.,7,10 Jan 2021 10:00:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2021-01-10,27076065,27076065,55.61399062,-114.8293929,1,1,2021.0
05/01-11-077-05W4/0,MEG DE9I HARDY 1-11-77-5,490970,0Y55,Akita Drilling Ltd.,25,09 Jan 2021 04:00:00 AM,Bonnyville,0Z9C,MEG Energy Corp.,,Resumption,2021-01-10,11077054,11077054,55.65716303,-110.6527301,1,1,2021.0
06/15-15-078-10W4/0,ATH L7P6 LEISMER 15-15-78-10,498941,0Y55,Akita Drilling Ltd.,28,09 Jan 2021 08:00:00 AM,Bonnyville,A28L,Athabasca Oil Corporation,,Drill To LD,2021-01-10,15078104,15078104,55.75907247,-111.4550275,1,1,2021.0
00/08-36-078-13W6/0,BIR 14-6 HZ 102 PCOUPES 8-36-78-13,499049,0Y52,Precision Drilling Corporation,226,10 Jan 2021 02:00:00 AM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Drill To LD,2021-01-10,36078136,36078136,55.80309179,-119.8621707,1,1,2021.0
AB/06-20-093-09W4/0,SYNCRUDE 29ROVCH194190L01 6-20-93-9,493266,A1YG,Big Country Drilling Ltd.,3,09 Jan 2021 10:15:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-10,20093094,20093094,57.08259388,-111.4009027,1,1,2021.0
AB/10-29-093-09W4/0,SYNCRUDE 29ROVCH194090L01 10-29-93-9,493246,A1YG,Big Country Drilling Ltd.,6,09 Jan 2021 07:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-10,29093094,29093094,57.09722471,-111.4008968,1,1,2021.0
AB/13-29-093-09W4/0,SYNCRUDE 033N01 13-29-93-9,497101,A1YG,Big Country Drilling Ltd.,10,09 Jan 2021 01:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-10,29093094,29093094,57.09722471,-111.4008968,1,1,2021.0
AB/14-29-093-09W4/0,SYNCRUDE 29ROVCH194087L01 14-29-93-9,493245,A1YG,Big Country Drilling Ltd.,10,10 Jan 2021 08:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-10,29093094,29093094,57.09722471,-111.4008968,1,1,2021.0
AB/09-30-093-09W4/0,SYNCRUDE 046N01 9-30-93-9,497132,0Y80,Boart Longyear Canada,41,10 Jan 2021 02:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-10,30093094,30093094,57.09721681,-111.4277129,1,1,2021.0
AB/13-30-093-09W4/0,SYNCRUDE 036N01 13-30-93-9,497104,0Y80,Boart Longyear Canada,41,09 Jan 2021 09:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-10,30093094,30093094,57.09721681,-111.4277129,1,1,2021.0
AB/05-25-093-10W4/0,SYNCRUDE 053N01 5-25-93-10,497139,0Y80,Boart Longyear Canada,47,09 Jan 2021 12:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-10,25093104,25093104,57.0972359,-111.4545294,1,1,2021.0
AA/13-25-093-10W4/0,SYNCRUDE 040N01 13-25-93-10,497108,0Y80,Boart Longyear Canada,47,10 Jan 2021 09:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-10,25093104,25093104,57.0972359,-111.4545294,1,1,2021.0
AA/16-35-093-10W4/0,SYNCRUDE 011N01 16-35-93-10,497057,0Y80,Boart Longyear Canada,47,09 Jan 2021 05:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-10,35093104,35093104,57.11168027,-111.4813806,1,1,2021.0
02/08-05-022-17W4/0,TXNE 13D-9 HZ COUNTESS 8-5-22-17,497605,0Y52,Precision Drilling Corporation,239,25 Jan 2021 03:00:00 PM,Midnapore,A7NW,Torxen Energy Ltd.,,Drill To LD,2021-01-25,5022174,5022174,50.84139467,-112.3130554,4,1,2021.0
00/01-18-028-19W4/0,NORTH 40 HZ WAYNE 1-18-28-19,499242,A1TW,Bonanza Drilling Inc.,7,25 Jan 2021 10:30:00 AM,Midnapore,A7E2,North 40 Resources Ltd.,,Drill To LD,2021-01-25,18028194,18028194,51.39432506,-112.6537401,4,1,2021.0
03/02-33-044-07W4/0,SURGE ENERGY HZ 103 WAINWR 2-33-44-7,496425,A77K,Star Valley Drilling Ltd.,102,25 Jan 2021 05:21:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Drill To LD,2021-01-25,33044074,33044074,52.8360007,-110.9473444,4,1,2021.0
00/01-06-059-01W6/0,TOURMALINE HZ SMOKY 1-6-59-1,498091,A6PR,Nabors Drilling Canada Limited,58,24 Jan 2021 04:30:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-01-25,6059016,6059016,54.07234405,-118.1252971,4,1,2021.0
00/02-06-066-04W6/0,PARA HZ KARR 2-6-66-4,498452,A5DR,Fox Drilling Inc.,7,24 Jan 2021 09:36:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Resumption,2021-01-25,6066046,6066046,54.68346476,-118.5794208,4,1,2021.0
00/04-07-067-08W6/0,WHITECAP WAPITI 4-7-67-8,498933,0Y52,Precision Drilling Corporation,403,24 Jan 2021 09:00:00 PM,Grande Prairie,A5BE,Whitecap Resources Inc.,,Drill To LD,2021-01-25,7067086,7067086,54.78511785,-119.1956964,4,1,2021.0
AD/09-25-076-06W4/0,CVE D9-25 D9 HARDY 9-25-76-6,498405,A57H,Predator Drilling Inc.,171,24 Jan 2021 06:00:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-25,25076064,25076064,55.61361609,-110.7821387,4,1,2021.0
07/15-15-078-10W4/0,ATH L7I6 LEISMER 15-15-78-10,498942,0Y55,Akita Drilling Ltd.,28,25 Jan 2021 04:00:00 AM,Bonnyville,A28L,Athabasca Oil Corporation,,Drill To LD,2021-01-25,15078104,15078104,55.75907247,-111.4550275,4,1,2021.0
AC/05-13-093-10W4/0,SYNCRUDE 086N01 5-13-93-10,497084,0Y80,Boart Longyear Canada,47,24 Jan 2021 05:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-25,13093104,13093104,57.0681388,-111.4545484,4,1,2021.0
AD/01-23-093-10W4/0,SYNCRUDE 073N01 1-23-93-10,497184,0Y80,Boart Longyear Canada,41,25 Jan 2021 02:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-25,23093104,23093104,57.08259286,-111.4814072,4,1,2021.0
00/15-23-034-03W4/0,RHE 100 PROVOST 15-23-34-3,498855,A57H,Predator Drilling Inc.,27,05 Jan 2021 09:00:00 AM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Set Surface,2021-01-05,23034034,23034034,51.93266363,-110.3121627,1,1,2021.0
00/09-13-034-08W4/0,TAC 7-19 HZ PROVOST 9-13-34-8,498617,0GE9,Tempco Drilling Company Inc.,5,05 Jan 2021 03:45:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-05,13034084,13034084,51.91825559,-110.9973445,1,1,2021.0
02/16-23-035-08W4/0,KARVE 102 HZ PROVOST 16-23-35-8,498836,0GE9,Tempco Drilling Company Inc.,8,05 Jan 2021 03:45:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Resumption,2021-01-05,23035084,23035084,52.01933953,-111.0288644,1,1,2021.0
02/01-32-041-01W4/0,LONGSHORE HAYTER 1-32-41-1,497437,0GE9,Tempco Drilling Company Inc.,3,05 Jan 2021 04:00:00 PM,Wainwright,A76W,Longshore Resources Ltd.,,Drill To LD,2021-01-05,32041014,32041014,52.57217578,-110.1008673,1,1,2021.0
00/03-25-043-08W5/0,OBE HZ WILLGR 3-25-43-8,498613,A6PR,Nabors Drilling Canada Limited,26,04 Jan 2021 07:15:00 PM,Red Deer,0BP8,Obsidian Energy Ltd.,,Drill To LD,2021-01-05,25043085,25043085,52.73492295,-115.0165949,1,1,2021.0
02/02-33-044-07W4/0,SURGE ENERGY HZ 102 WAINWR 2-33-44-7,496424,A8AF,Hertz & Paluck Energy Services Inc.,1,04 Jan 2021 02:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2021-01-05,33044074,33044074,52.8360007,-110.9473444,1,1,2021.0
00/06-10-044-20W4/0,SHACKLETON FERIN 6-10-44-20,498665,0Y52,Precision Drilling Corporation,190,05 Jan 2021 06:00:00 AM,St. Albert,0A8E,Shackleton Exploration Ltd.,,Drill To LD,2021-01-05,10044204,10044204,52.77719303,-112.8100113,1,1,2021.0
00/06-10-044-20W4/0,SHACKLETON FERIN 6-10-44-20,498665,0Y52,Precision Drilling Corporation,190,05 Jan 2021 06:00:00 AM,St. Albert,0A8E,Shackleton Exploration Ltd.,,Drill To LD,2021-01-05,10044204,10044204,52.77719303,-112.8100113,1,1,2021.0
00/04-11-052-13W5/0,VEI HZ CARROT 4-11-52-13,498841,A2EN,Ironhand Drilling Inc.,FIVE,04 Jan 2021 10:30:00 PM,Drayton Valley,A6FW,Vermilion Energy Inc.,,Drill To LD,2021-01-05,11052135,11052135,53.47570145,-115.7952503,1,1,2021.0
00/04-31-058-01W6/0,TOURMALINE HZ SMOKY 4-31-58-1,498279,0Z41,Ensign Drilling Inc.,T039,05 Jan 2021 12:47:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-01-05,31058016,31058016,54.0576426,-118.1241572,1,1,2021.0
03/04-31-059-04W4/0,CNRL 4C BEAVRDM 4-31-59-4,491200,0Z41,Ensign Drilling Inc.,218,05 Jan 2021 04:30:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-01-05,31059044,31059044,54.14424285,-110.5803365,1,1,2021.0
00/09-31-061-18W5/0,CHEVRON HZ FOXCK 9-31-61-18,493783,0Z41,Ensign Drilling Inc.,770,04 Jan 2021 02:45:00 PM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2021-01-05,31061185,31061185,54.31951971,-116.6765861,1,1,2021.0
02/04-01-072-09W6/0,OVV HZ 102 WEMBLEY 4-1-72-9,498687,0Y52,Precision Drilling Corporation,534,05 Jan 2021 01:00:00 AM,Grande Prairie,0026,Ovintiv Canada ULC,,Drill To LD,2021-01-05,1072096,1072096,55.20698006,-119.2310002,1,1,2021.0
F1/15-27-074-25W4/0,CVE 15-27 MARTENH 15-27-74-25,498870,A08C,Savanna Drilling Corp.,437,05 Jan 2021 06:33:00 AM,St. Albert,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-05,27074254,27074254,55.43912494,-113.7502903,1,1,2021.0
02/01-34-075-06W4/2,CVE J15P01 KIRBY 1-34-75-6,484714,0Y52,Precision Drilling Corporation,199,04 Jan 2021 11:00:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Resumption,2021-01-05,34075064,34075064,55.54083814,-110.8338966,1,1,2021.0
AA/07-19-076-05W4/0,CVE A7 HARDY 7-19-76-5,498380,0Y52,Precision Drilling Corporation,171,05 Jan 2021 10:00:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-05,19076054,19076054,55.59899293,-110.7562545,1,1,2021.0
07/02-16-076-06W4/0,CVE G05I09 LEISMER 2-16-76-6,498966,0Z41,Ensign Drilling Inc.,141,05 Jan 2021 01:17:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-05,16076064,16076064,55.58456271,-110.8597761,1,1,2021.0
02/16-34-076-07W5/0,TAC 13-26 HZ 102 NIPISI 16-34-76-7,499151,0Y52,Precision Drilling Corporation,185,05 Jan 2021 02:30:00 AM,St. Albert,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-05,34076075,34076075,55.62844226,-114.984653,1,1,2021.0
00/16-09-076-08W6/0,TOURMALINE HZ VALHALLA 16-9-76-8,498504,0Y52,Precision Drilling Corporation,541,04 Jan 2021 08:00:00 PM,Grande Prairie,A573,Tourmaline Oil Corp.,,Set Surface,2021-01-05,9076086,9076086,55.57045863,-119.1640024,1,1,2021.0
